Name,Currency,Issuer,ISIN,Sector,Maturity,S&P Rating,Coupon,Coupon frequency,YTM (Ask),Ask,Minimum size,Country of issue,Amount issued,Increment size,Subordinated,EU Tax,W/Tax,Accrued days,Accrued interest
UNITED KINGDOM 0.375% 22.10.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BNNGP668,Sovereign,2026-10-22,NaN,0.380,Semi-Annual,3.868,98.410,0,United Kingdom,33660598000,0,No,Yes,No,13.000,0.013
UNITED KINGDOM 0% 13.07.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGN9349,Sovereign,2026-07-13,NaN,0.000,NaN,3.793,99.288,0,United Kingdom,5000000000,0,No,Yes,No,295.000,0.000
UNITED KINGDOM 1.25% 22.07.2027,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BDRHNP05,Sovereign,2027-07-22,NaN,1.250,Semi-Annual,4.352,96.310,0,United Kingdom,41947822000,0,No,Yes,No,103.000,0.356
UNITED KINGDOM 4% 22.10.2031,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BPSNBF73,Sovereign,2031-10-22,NaN,4.000,Semi-Annual,4.530,97.400,0,United Kingdom,36623371000,0,No,Yes,No,13.000,0.142
UNITED KINGDOM 4.75% 22.10.2035,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BTXS1K06,Sovereign,2035-10-22,NaN,4.750,Semi-Annual,4.958,98.490,0,United Kingdom,41812497000,0,No,Yes,No,13.000,0.169
UNITED KINGDOM 4.125% 29.01.2027,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BL6C7720,Sovereign,2027-01-29,NaN,4.130,Semi-Annual,4.292,99.860,0,United Kingdom,32407950000,0,No,Yes,No,96.000,1.094
UNITED KINGDOM 0% 08.06.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGPGK62,Sovereign,2026-08-06,NaN,0.000,NaN,3.749,99.652,0,United Kingdom,5000000000,0,No,Yes,No,148.000,0.000
UNITED KINGDOM 4.25% 07.12.2027,GBP,United Kingdom of Great Britain and Northern Ireland,GB00B16NNR78,Sovereign,2027-07-12,NR,4.250,Semi-Annual,4.370,99.770,0,United Kingdom,33776823000,0,No,Yes,No,149.000,1.740
UNITED KINGDOM 0.875% 22.10.2029,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BJMHB534,Sovereign,2029-10-22,NaN,0.880,Semi-Annual,4.321,89.040,0,United Kingdom,44643059000,0,No,Yes,No,13.000,0.031
UNITED KINGDOM 0% 19.10.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGP4801,Sovereign,2026-10-19,NaN,0.000,NaN,4.006,98.201,0,United Kingdom,2500000000,0,No,Yes,No,195.000,0.000
UNITED KINGDOM 3.25% 31.01.2033,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BMV7TC88,Sovereign,2033-01-31,NaN,3.250,Semi-Annual,4.674,91.940,0,United Kingdom,34175120000,0,No,Yes,No,94.000,0.844
UNITED KINGDOM 6% 07.12.2028,GBP,United Kingdom of Great Britain and Northern Ireland,GB0002404191,Sovereign,2028-07-12,NR,6.000,Semi-Annual,4.335,104.040,0,United Kingdom,20730554560,0,No,Yes,No,149.000,2.456
UNITED KINGDOM 4.5% 07.06.2028,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BMF9LG83,Sovereign,2028-07-06,NaN,4.500,Semi-Annual,4.408,100.170,0,United Kingdom,35216988000,0,No,Yes,No,149.000,1.842
UNITED KINGDOM 0% 26.05.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGPCJ77,Sovereign,2026-05-26,NaN,0.000,NaN,3.710,99.787,0,United Kingdom,5500000000,0,No,Yes,No,162.000,0.000
UNITED KINGDOM 0% 27.07.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGPTH47,Sovereign,2026-07-27,NaN,0.000,NaN,3.864,99.129,0,United Kingdom,4000000000,0,No,Yes,No,99.000,0.000
UNITED KINGDOM 0% 07.09.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGQ5138,Sovereign,2026-07-09,NaN,0.000,NaN,3.927,98.673,0,United Kingdom,2500000000,0,No,Yes,No,57.000,0.000
UNITED KINGDOM 0% 24.08.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGQ2B23,Sovereign,2026-08-24,NaN,0.000,NaN,3.896,98.829,0,United Kingdom,2000000000,0,No,Yes,No,71.000,0.000
UNITED KINGDOM 1.5% 22.07.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BYZW3G56,Sovereign,2026-07-22,BBB-,1.500,Semi-Annual,3.807,99.503,0,United Kingdom,44673738000,0,No,Yes,No,103.000,0.427
UNITED KINGDOM 0.25% 31.07.2031,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BMGR2809,Sovereign,2031-07-31,NaN,0.250,Semi-Annual,4.413,80.710,0,United Kingdom,41587911000,0,No,Yes,No,94.000,0.065
UNITED KINGDOM 4.25% 31.07.2034,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BQC82C90,Sovereign,2034-07-31,NaN,4.250,Semi-Annual,4.827,96.110,0,United Kingdom,36102635000,0,No,Yes,No,94.000,1.104
UNITED KINGDOM 4.5% 07.09.2034,GBP,United Kingdom of Great Britain and Northern Ireland,GB00B52WS153,Sovereign,2034-07-09,NR,4.500,Semi-Annual,4.818,97.740,0,United Kingdom,39862283000,0,No,Yes,No,59.000,0.722
UNITED KINGDOM 4.75% 07.12.2030,GBP,United Kingdom of Great Britain and Northern Ireland,GB00B24FF097,Sovereign,2030-07-12,NR,4.750,Semi-Annual,4.369,101.480,0,United Kingdom,45073380570,0,No,Yes,No,149.000,1.944
UNITED KINGDOM 0% 03.08.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGPWD12,Sovereign,2026-03-08,NaN,0.000,NaN,3.869,99.055,0,United Kingdom,2000000000,0,No,Yes,No,92.000,0.000
UNITED KINGDOM 4% 22.05.2029,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BVP99566,Sovereign,2029-05-22,NaN,4.000,Semi-Annual,4.423,98.820,0,United Kingdom,30796412000,0,No,Yes,No,208.000,2.290
UNITED KINGDOM 0% 15.06.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGPJG32,Sovereign,2026-06-15,NaN,0.000,NaN,3.746,99.581,0,United Kingdom,5500000000,0,No,Yes,No,141.000,0.000
UNITED KINGDOM 0% 28.09.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGQBJ36,Sovereign,2026-09-28,NaN,0.000,NaN,3.970,98.436,0,United Kingdom,2500000000,0,No,Yes,No,36.000,0.000
UNITED KINGDOM 4.125% 22.07.2029,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BQC82B83,Sovereign,2029-07-22,NaN,4.130,Semi-Annual,4.430,99.120,0,United Kingdom,37986998000,0,No,Yes,No,103.000,1.174
UNITED KINGDOM 0% 05.10.2026,GBP,United Kingdom of Great Britain and Northern Ireland,GB00BSGQD864,Sovereign,2026-05-10,NaN,0.000,NaN,3.985,98.357,0,United Kingdom,2500000000,0,No,Yes,No,28.000,0.000
UTD MEXICAN 11.5% 15.05.2026,USD,United Mexican States (Mexico),US593048AX90,Sovereign,2026-05-15,BBB,11.500,Semi-Annual,6.096,100.144,1000,Mexico,320445000,1000,No,Yes,No,170.000,5.431
UTD MEXICAN 6% 13.05.2030,USD,United Mexican States (Mexico),US91087BBB53,Sovereign,2030-05-13,BBB,6.000,Semi-Annual,4.863,104.098,200000,Mexico,1705844000,1000,No,Yes,No,172.000,2.867
UTD MEXICAN 3.25% 16.04.2030,USD,United Mexican States (Mexico),US91087BAH33,Sovereign,2030-04-16,BBB,3.250,Semi-Annual,4.839,94.342,200000,Mexico,2010492000,1000,No,Yes,No,19.000,0.172
UTD MEXICAN 4.875% 19.05.2033,USD,United Mexican States (Mexico),US91087BAT70,Sovereign,2033-05-19,BBB,4.880,Semi-Annual,5.587,95.631,200000,Mexico,2203576000,1000,No,Yes,No,171.000,2.316
UTD MEXICAN 8.3% 15.08.2031,USD,United Mexican States (Mexico),US91086QAG38,Sovereign,2031-08-15,BBB,8.300,Semi-Annual,4.409,118.034,1000,Mexico,1053407000,1000,No,Yes,No,80.000,1.844
UTD MEXICAN 3.5% 12.02.2034,USD,United Mexican States (Mexico),US91087BAR15,Sovereign,2034-12-02,BBB,3.500,Semi-Annual,5.694,86.271,200000,Mexico,2868146000,1000,No,Yes,No,83.000,0.807
UTD MEXICAN 4.5% 19.03.2034,EUR,United Mexican States (Mexico),XS3185370973,Sovereign,2034-03-19,BBB,4.500,Annual,4.636,99.132,100000,Mexico,1500000000,1000,No,Yes,No,48.000,0.592
UTD MEXICAN 3.5% 19.09.2029,EUR,United Mexican States (Mexico),XS3185370890,Sovereign,2029-09-19,BBB,3.500,Annual,3.729,99.259,100000,Mexico,2250000000,1000,No,Yes,No,229.000,2.196
UTD MEXICAN 4.75% 22.03.2031,USD,United Mexican States (Mexico),US91087BBJ89,Sovereign,2031-03-22,BBB,4.750,Semi-Annual,5.081,98.399,200000,Mexico,1500000000,1000,No,Yes,No,43.000,0.567
UTD MEXICAN 5.85% 02.07.2032,USD,United Mexican States (Mexico),US91087BBE92,Sovereign,2032-02-07,BBB,5.850,Semi-Annual,5.390,102.119,200000,Mexico,3949715000,1000,No,Yes,No,123.000,1.999
UTD MEXICAN 2.659% 24.05.2031,USD,United Mexican States (Mexico),US91087BAM28,Sovereign,2031-05-24,BBB,2.660,Semi-Annual,5.063,89.152,200000,Mexico,2997358000,1000,No,Yes,No,161.000,1.189
UTD MEXICAN 2.375% 11.02.2030,EUR,United Mexican States (Mexico),XS2444273168,Sovereign,2030-11-02,BBB,2.380,Annual,3.887,94.692,100000,Mexico,800000000,1000,No,Yes,No,84.000,0.547
UTD MEXICAN 1.45% 25.10.2033,EUR,United Mexican States (Mexico),XS2289587789,Sovereign,2033-10-25,BBB,1.450,Annual,4.517,81.008,100000,Mexico,1514779000,1000,No,Yes,No,193.000,0.767
UTD MEXICAN 4.49% 25.05.2032,EUR,United Mexican States (Mexico),XS2754067242,Sovereign,2032-05-25,BBB,4.490,Annual,4.289,101.004,100000,Mexico,2000000000,1000,No,Yes,No,346.000,4.256
UTD MEXICAN 6.75% 27.09.2034,USD,United Mexican States (Mexico),US91086QAS75,Sovereign,2034-09-27,BBB,6.750,Semi-Annual,5.632,106.930,1000,Mexico,1696200000,1000,No,Yes,No,38.000,0.713
UTD MEXICAN 5.625% 22.09.2035,USD,United Mexican States (Mexico),US91087BBL36,Sovereign,2035-09-22,BBB,5.630,Semi-Annual,5.868,98.127,200000,Mexico,2500000000,1000,No,Yes,No,43.000,0.672
UTD MEXICAN 6.35% 09.02.2035,USD,United Mexican States (Mexico),US91087BAV27,Sovereign,2035-09-02,BBB,6.350,Semi-Annual,5.818,103.414,200000,Mexico,2750000000,1000,No,Yes,No,86.000,1.517
UTD MEXICAN 3.625% 09.04.2029,EUR,United Mexican States (Mexico),XS1054418600,Sovereign,2029-09-04,BBB,3.630,Annual,3.717,99.637,100000,Mexico,1000000000,1000,No,Yes,No,27.000,0.268
UTD MEXICAN 5.625% 09.02.2034,USD,United Mexican States (Mexico),US91087BBQ23,Sovereign,2034-09-02,BBB,5.630,Semi-Annual,5.693,99.133,200000,Mexico,3000000000,1000,No,Yes,No,116.000,1.812
UTD MEXICAN 5% 07.05.2029,USD,United Mexican States (Mexico),US91087BAY65,Sovereign,2029-07-05,BBB,5.000,Semi-Annual,4.597,101.021,200000,Mexico,779788000,1000,No,Yes,No,178.000,2.472
UTD MEXICAN 7.5% 08.04.2033,USD,United Mexican States (Mexico),US91086QAN88,Sovereign,2033-08-04,BBB,7.500,Semi-Annual,4.909,115.312,1000,Mexico,769896000,1000,No,Yes,No,27.000,0.562
UTD MEXICAN 1.75% 17.04.2028,EUR,United Mexican States (Mexico),XS1751001139,Sovereign,2028-04-17,BBB,1.750,Annual,3.638,96.471,100000,Mexico,1323899000,1000,No,Yes,No,19.000,0.091
UTD MEXICAN 3.875% 16.05.2031,EUR,United Mexican States (Mexico),XS3265539729,Sovereign,2031-05-16,BBB,3.880,Annual,4.179,98.524,100000,Mexico,2000000000,1000,No,Yes,No,110.000,1.168
UTD MEXICAN 4.625% 04.05.2033,EUR,United Mexican States (Mexico),XS2991917530,Sovereign,2033-04-05,BBB,4.630,Annual,4.425,101.360,100000,Mexico,1400000000,1000,No,Yes,No,2.000,0.025
UTD MEXICAN 4.15% 28.03.2027,USD,United Mexican States (Mexico),US91087BAC46,Sovereign,2027-03-28,BBB,4.150,Semi-Annual,3.975,100.199,200000,Mexico,1891166000,1000,No,Yes,No,37.000,0.426
UTD MEXICAN 4.5% 22.04.2029,USD,United Mexican States (Mexico),US91087BAF76,Sovereign,2029-04-22,BBB,4.500,Semi-Annual,4.485,99.889,200000,Mexico,2684332000,1000,No,Yes,No,13.000,0.163
UTD MEXICAN 3.75% 11.01.2028,USD,United Mexican States (Mexico),US91087BAE02,Sovereign,2028-11-01,BBB,3.750,Semi-Annual,4.269,99.053,200000,Mexico,1609838000,1000,No,Yes,No,114.000,1.188
UTD MEXICAN 8.5% 31.05.2029,MXN,United Mexican States (Mexico),MX0MGO0000H9,Sovereign,2029-05-31,BBB+,8.500,Every 182 days,8.170,104.469,100,Mexico,389538821100,100,No,Yes,No,153.000,3.612
UTD MEXICAN 3.375% 23.02.2031,EUR,United Mexican States (Mexico),XS1369323149,Sovereign,2031-02-23,BBB,3.380,Annual,3.959,97.295,100000,Mexico,1700000000,1000,No,Yes,No,72.000,0.666
UTD MEXICAN 1.35% 18.09.2027,EUR,United Mexican States (Mexico),XS2135361686,Sovereign,2027-09-18,BBB,1.350,Annual,3.267,97.447,100000,Mexico,750000000,1000,No,Yes,No,230.000,0.851
UTD MEXICAN 1.125% 17.01.2030,EUR,United Mexican States (Mexico),XS2104886341,Sovereign,2030-01-17,NaN,1.130,Annual,3.880,90.614,100000,Mexico,1250000000,1000,No,Yes,No,109.000,0.336
UTD MEXICAN 5.4% 09.02.2028,USD,United Mexican States (Mexico),US91087BAU44,Sovereign,2028-09-02,BBB,5.400,Semi-Annual,4.352,101.736,200000,Mexico,1167610000,1000,No,Yes,No,86.000,1.290
UTD MEXICAN 5.375% 22.03.2033,USD,United Mexican States (Mexico),US91087BBK52,Sovereign,2033-03-22,BBB,5.380,Semi-Annual,5.584,98.816,200000,Mexico,4000000000,1000,No,Yes,No,43.000,0.642
UTD MEXICAN 4.75% 27.04.2032,USD,United Mexican States (Mexico),US91087BAK61,Sovereign,2032-04-27,BBB,4.750,Semi-Annual,5.324,97.297,200000,Mexico,2432997000,1000,No,Yes,No,8.000,0.106
US AMERICA 3.5% 31.01.2028,USD,United States of America,US91282CGH88,Sovereign,2028-01-31,NaN,3.500,Semi-Annual,3.867,99.285,100,USA,116750836800,100,No,Yes,No,102.000,0.970
US AMERICA 0% 30.06.2026,USD,United States of America,US912797UC96,Sovereign,2026-06-30,NaN,0.000,NaN,3.676,99.440,100,USA,70198502500,100,No,Yes,No,NaN,NaN
US AMERICA 4.25% 31.12.2026,USD,United States of America,US91282CME83,Sovereign,2026-12-31,NaN,4.250,Semi-Annual,4.016,100.348,100,USA,69666366400,100,No,Yes,No,133.000,1.536
US AMERICA 3.625% 31.08.2029,USD,United States of America,US91282CLK52,Sovereign,2029-08-31,NaN,3.630,Semi-Annual,3.934,98.832,100,USA,75543787400,100,No,Yes,No,71.000,0.711
US AMERICA 4.875% 31.10.2030,USD,United States of America,US91282CJG78,Sovereign,2030-10-31,NaN,4.880,Semi-Annual,3.994,103.277,100,USA,37230128600,100,No,Yes,No,10.000,0.135
US AMERICA 3.375% 15.09.2027,USD,United States of America,US91282CLL36,Sovereign,2027-09-15,NaN,3.380,Semi-Annual,3.811,99.336,100,USA,58553785300,100,No,Yes,No,56.000,0.522
US AMERICA 3.25% 30.06.2029,USD,United States of America,US91282CEV90,Sovereign,2029-06-30,NaN,3.250,Semi-Annual,3.917,97.855,100,USA,42974146400,100,No,Yes,No,133.000,1.175
US AMERICA 0.5% 31.05.2027,USD,United States of America,US912828ZS21,Sovereign,2027-05-31,NaN,0.500,Semi-Annual,3.980,96.551,100,USA,40799354500,100,No,Yes,No,163.000,0.223
US AMERICA 1.25% 30.11.2026,USD,United States of America,US91282CDK45,Sovereign,2026-11-30,NaN,1.250,Semi-Annual,4.070,98.629,100,USA,61760042400,100,No,Yes,No,163.000,0.557
US AMERICA 4% 31.05.2030,USD,United States of America,US91282CNG23,Sovereign,2030-05-31,NaN,4.000,Semi-Annual,3.980,99.828,100,USA,79582310100,100,No,Yes,No,163.000,1.781
US AMERICA 0% 18.02.2027,USD,United States of America,US912797TV96,Sovereign,2027-02-18,NaN,0.000,NaN,3.680,97.153,100,USA,52280174600,100,No,Yes,No,NaN,NaN
US AMERICA 3.875% 15.06.2028,USD,United States of America,US91282CNH06,Sovereign,2028-06-15,NaN,3.880,Semi-Annual,3.876,99.863,100,USA,59042863500,100,No,Yes,No,148.000,1.567
US AMERICA 4.625% 15.02.2035,USD,United States of America,US91282CMM00,Sovereign,2035-02-15,NaN,4.630,Semi-Annual,4.321,101.770,100,USA,138494271300,100,No,Yes,No,87.000,1.093
US AMERICA 0% 23.07.2026,USD,United States of America,US912797TP29,Sovereign,2026-07-23,NaN,0.000,NaN,3.657,99.214,100,USA,175745323800,100,No,Yes,No,NaN,NaN
US AMERICA 4.625% 15.11.2026,USD,United States of America,US91282CJK80,Sovereign,2026-11-15,NaN,4.630,Semi-Annual,4.089,100.469,100,USA,47237400100,100,No,Yes,No,179.000,2.250
US AMERICA 4.375% 15.08.2026,USD,United States of America,US91282CHU80,Sovereign,2026-08-15,NaN,4.380,Semi-Annual,4.443,100.176,100,USA,54669848000,100,No,Yes,No,87.000,1.034
US AMERICA 3.75% 30.06.2030,USD,United States of America,US91282CHJ36,Sovereign,2030-06-30,NaN,3.750,Semi-Annual,3.987,98.871,100,USA,34099121900,100,No,Yes,No,133.000,1.355
US AMERICA 4.5% 15.07.2026,USD,United States of America,US91282CHM64,Sovereign,2026-07-15,NaN,4.500,Semi-Annual,4.727,100.148,100,USA,36457024000,100,No,Yes,No,118.000,1.443
US AMERICA 1.625% 31.10.2026,USD,United States of America,US912828YQ73,Sovereign,2026-10-31,NaN,1.630,Semi-Annual,4.200,98.969,100,USA,34732666600,100,No,Yes,No,10.000,0.045
US AMERICA 3.875% 30.11.2027,USD,United States of America,US91282CFZ95,Sovereign,2027-11-30,NaN,3.880,Semi-Annual,3.865,99.922,100,USA,45440914500,100,No,Yes,No,163.000,1.726
US AMERICA 3.5% 30.04.2030,USD,United States of America,US91282CGZ86,Sovereign,2030-04-30,NaN,3.500,Semi-Annual,3.975,98.066,100,USA,38040088900,100,No,Yes,No,10.000,0.097
US AMERICA 1.75% 31.01.2029,USD,United States of America,US91282CDW82,Sovereign,2029-01-31,NaN,1.750,Semi-Annual,3.905,94.277,100,USA,60456656900,100,No,Yes,No,102.000,0.485
US AMERICA 2.375% 31.03.2029,USD,United States of America,US91282CEE75,Sovereign,2029-03-31,NaN,2.380,Semi-Annual,3.909,95.656,100,USA,55674720700,100,No,Yes,No,41.000,0.268
US AMERICA 3.75% 15.08.2027,USD,United States of America,US91282CLG41,Sovereign,2027-08-15,NaN,3.750,Semi-Annual,3.842,99.844,100,USA,66582279200,100,No,Yes,No,87.000,0.887
US AMERICA 4.125% 31.10.2026,USD,United States of America,US91282CLS88,Sovereign,2026-10-31,NaN,4.130,Semi-Annual,4.183,100.172,100,USA,66250341800,100,No,Yes,No,10.000,0.114
US AMERICA 0% 18.08.2026,USD,United States of America,US912797UU94,Sovereign,2026-08-18,NaN,0.000,NaN,3.672,98.956,100,USA,69495870500,100,No,Yes,No,NaN,NaN
US AMERICA 4.125% 31.10.2031,USD,United States of America,US91282CLU35,Sovereign,2031-10-31,NaN,4.130,Semi-Annual,4.078,99.941,100,USA,44695110400,100,No,Yes,No,10.000,0.114
US AMERICA 4.125% 29.02.2032,USD,United States of America,US91282CMR96,Sovereign,2032-02-29,NaN,4.130,Semi-Annual,4.105,99.789,100,USA,48434941600,100,No,Yes,No,71.000,0.809
US AMERICA 0% 19.05.2026,USD,United States of America,US912797TS67,Sovereign,2026-05-19,NaN,0.000,NaN,3.607,99.862,100,USA,235353839000,100,No,Yes,No,NaN,NaN
US AMERICA 2.25% 15.08.2027,USD,United States of America,US9128282R06,Sovereign,2027-08-15,NaN,2.250,Semi-Annual,3.848,97.973,100,USA,69595360400,100,No,Yes,No,87.000,0.532
US AMERICA 4.125% 15.06.2026,USD,United States of America,US91282CHH79,Sovereign,2026-06-15,NaN,4.130,Semi-Annual,5.610,100.035,100,USA,39999462300,100,No,Yes,No,148.000,1.668
US AMERICA 4.375% 31.01.2032,USD,United States of America,US91282CMK44,Sovereign,2032-01-31,NaN,4.380,Semi-Annual,4.425,103.598,100,USA,46437944600,100,No,Yes,No,102.000,1.213
US AMERICA 0% 24.09.2026,USD,United States of America,US912797UH83,Sovereign,2026-09-24,NaN,0.000,NaN,3.678,98.590,100,USA,80809767000,100,No,Yes,No,NaN,NaN
US AMERICA 3.75% 15.05.2028,USD,United States of America,US91282CND91,Sovereign,2028-05-15,NaN,3.750,Semi-Annual,3.801,100.090,100,USA,78473441800,100,No,Yes,No,179.000,1.824
US AMERICA 0.625% 31.12.2027,USD,United States of America,US91282CBB63,Sovereign,2027-12-31,NaN,0.630,Semi-Annual,3.878,94.742,100,USA,67206516800,100,No,Yes,No,133.000,0.226
US AMERICA 3.75% 30.11.2032,USD,United States of America,US91282CPM72,Sovereign,2032-11-30,NaN,3.750,Semi-Annual,3.755,3.755,100,USA,49031370400,100,No,Yes,No,NaN,NaN
US AMERICA 4% 31.07.2029,USD,United States of America,US91282CLC37,Sovereign,2029-07-31,NaN,4.000,Semi-Annual,3.928,100.023,100,USA,73590609300,100,No,Yes,No,102.000,1.109
US AMERICA 4.625% 15.09.2026,USD,United States of America,US91282CHY03,Sovereign,2026-09-15,NaN,4.630,Semi-Annual,4.249,100.332,100,USA,43080698800,100,No,Yes,No,56.000,0.715
US AMERICA 4.5% 31.05.2029,USD,United States of America,US91282CKT70,Sovereign,2029-05-31,NaN,4.500,Semi-Annual,3.917,101.492,100,USA,73470738500,100,No,Yes,No,163.000,2.004
US AMERICA 1.25% 30.09.2028,USD,United States of America,US91282CCY57,Sovereign,2028-09-30,NaN,1.250,Semi-Annual,3.902,93.836,100,USA,69466887400,100,No,Yes,No,41.000,0.141
US AMERICA 3.875% 15.04.2029,USD,United States of America,US91282CQJ35,Sovereign,2029-04-15,NaN,3.880,Semi-Annual,3.915,99.738,100,USA,68285499500,100,No,Yes,No,NaN,NaN
US AMERICA 0% 15.10.2026,USD,United States of America,US912797UK13,Sovereign,2026-10-15,NaN,0.000,NaN,3.675,98.376,100,USA,80040927900,100,No,Yes,No,NaN,NaN
US AMERICA 4.25% 15.01.2028,USD,United States of America,US91282CMF58,Sovereign,2028-01-15,NaN,4.250,Semi-Annual,3.868,100.508,100,USA,70744439100,100,No,Yes,No,118.000,1.363
US AMERICA 0.625% 15.08.2030,USD,United States of America,US91282CAE12,Sovereign,2030-08-15,NaN,0.630,Semi-Annual,3.998,86.613,100,USA,132350653200,100,No,Yes,No,87.000,0.148
US AMERICA 1.875% 15.02.2032,USD,United States of America,US91282CDY49,Sovereign,2032-02-15,NaN,1.880,Semi-Annual,4.118,88.270,100,USA,140562705100,100,No,Yes,No,87.000,0.443
US AMERICA 6.375% 15.08.2027,USD,United States of America,US912810FA17,Sovereign,2027-08-15,NR,6.380,Semi-Annual,3.974,102.902,100,USA,9196756000,100,No,No,No,87.000,1.507
US AMERICA 1.625% 15.05.2031,USD,United States of America,US91282CCB54,Sovereign,2031-05-15,NaN,1.630,Semi-Annual,4.045,88.824,100,USA,147677715100,100,No,Yes,No,179.000,0.790
US AMERICA 1.875% 28.02.2029,USD,United States of America,US91282CEB37,Sovereign,2029-02-28,NaN,1.880,Semi-Annual,3.905,94.453,100,USA,57010831800,100,No,Yes,No,71.000,0.368
US AMERICA 0% 16.06.2026,USD,United States of America,US912797UA31,Sovereign,2026-06-16,NaN,0.000,NaN,3.636,99.583,100,USA,144722098100,100,No,Yes,No,NaN,NaN
US AMERICA 1.25% 31.05.2028,USD,United States of America,US91282CCE93,Sovereign,2028-05-31,NaN,1.250,Semi-Annual,3.890,94.672,100,USA,73206233400,100,No,Yes,No,163.000,0.557
US AMERICA 5.25% 15.11.2028,USD,United States of America,US912810FF04,Sovereign,2028-11-15,NR,5.250,Semi-Annual,3.986,102.863,100,USA,10947052000,100,No,No,No,179.000,2.554
US AMERICA 3.5% 30.09.2027,USD,United States of America,US91282CPB18,Sovereign,2027-09-30,NaN,3.500,Semi-Annual,3.819,99.484,100,USA,72809543600,100,No,Yes,No,41.000,0.394
US AMERICA 0% 29.10.2026,USD,United States of America,US912797SK41,Sovereign,2026-10-29,NaN,0.000,NaN,3.723,98.233,100,USA,135145090600,100,No,Yes,No,11.000,0.000
US AMERICA 0% 22.10.2026,USD,United States of America,US912797UL95,Sovereign,2026-10-22,NaN,0.000,NaN,3.683,98.311,100,USA,82536594100,100,No,Yes,No,NaN,NaN
US AMERICA 6.5% 15.11.2026,USD,United States of America,US912810EY02,Sovereign,2026-11-15,NR,6.500,Semi-Annual,4.537,101.168,100,USA,10860177000,100,No,Yes,No,179.000,3.162
US AMERICA 3.875% 30.04.2031,USD,United States of America,US91282CQK08,Sovereign,2031-04-30,NaN,3.880,Semi-Annual,4.025,99.098,100,USA,78810010600,100,No,Yes,No,NaN,NaN
US AMERICA 4.125% 31.08.2030,USD,United States of America,US91282CHW47,Sovereign,2030-08-31,NaN,4.130,Semi-Annual,3.991,100.223,100,USA,39737434500,100,No,Yes,No,71.000,0.809
US AMERICA 0.375% 30.09.2027,USD,United States of America,US91282CAL54,Sovereign,2027-09-30,NaN,0.380,Semi-Annual,3.837,95.242,100,USA,56617294300,100,No,Yes,No,41.000,0.042
US AMERICA 4% 15.02.2034,USD,United States of America,US91282CJZ59,Sovereign,2034-02-15,NaN,4.000,Semi-Annual,4.257,97.953,100,USA,123092882300,100,No,Yes,No,87.000,0.946
US AMERICA 0% 15.04.2027,USD,United States of America,US912797UE52,Sovereign,2027-04-15,NaN,0.000,NaN,3.704,96.553,100,USA,51974576400,100,No,Yes,No,NaN,NaN
US AMERICA 4.875% 31.05.2026,USD,United States of America,US91282CKS97,Sovereign,2026-05-31,NaN,4.880,Semi-Annual,6.791,100.062,100,USA,61056489600,100,No,Yes,No,163.000,2.171
US AMERICA 4.25% 15.08.2035,USD,United States of America,US91282CNT44,Sovereign,2035-08-15,NaN,4.250,Semi-Annual,4.351,98.820,100,USA,134934766500,100,No,Yes,No,87.000,1.005
US AMERICA 3.375% 30.11.2027,USD,United States of America,US91282CPL99,Sovereign,2027-11-30,NaN,3.380,Semi-Annual,3.482,3.482,100,USA,76889528300,100,No,Yes,No,NaN,NaN
US AMERICA 3.75% 15.04.2028,USD,United States of America,US91282CMW81,Sovereign,2028-04-15,NaN,3.750,Semi-Annual,3.766,3.766,100,USA,67679301900,100,No,Yes,No,26.000,0.268
US AMERICA 0% 20.08.2026,USD,United States of America,US912797TX52,Sovereign,2026-08-20,NaN,0.000,NaN,3.649,98.940,100,USA,80513220700,100,No,Yes,No,NaN,NaN
US AMERICA 0% 10.09.2026,USD,United States of America,US912797UF28,Sovereign,2026-10-09,NaN,0.000,NaN,3.670,98.729,100,USA,81380608000,100,No,Yes,No,NaN,NaN
